Aula complementar,Bimestre,"CH
Teórica / Prática",Competência Técnica,Competências Socioemocionais ,Nome do componente,"Código
do componente","Componente
de 3 ou 4 aulas semanais?",Unidade curricular,,Semana,Tema da semana,Título da aula,Habilidades técnicas,Objetivos da aula,Objeto de conhecimento
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,10,ESG e responsabilidade corporativa,Aula 3: Desafios do engajamento,Compreender o papel da responsabilidade corporativa no contexto do ESG e sua relação com o engajamento organizacional.,Compreender os desafios enfrentados pelas empresas ao se relacionarem com públicos diversos.,3. Desafios na implementação do ESG
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,10,ESG e responsabilidade corporativa,Aula 4: ESG em empresas de menor porte,Compreender o papel da responsabilidade corporativa no contexto do ESG e sua relação com o engajamento organizacional.,Identificar práticas de ESG aplicáveis a pequenas e médias empresas.,4. ESG em diferentes portes de empresa
,2,P,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,11,ESG nas organizações,Aula 1: Práticas de ESG nas organizações,Aplicar os pilares do ESG na análise de práticas organizacionais com foco em responsabilidade e sustentabilidade.,"Identificar ações administrativas que envolvem responsabilidade, sustentabilidade e governança.",1. Elementos do ESG no ambiente de trabalho
,2,P,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,11,ESG nas organizações,Aula 2: Ações sustentáveis no dia a dia,Aplicar os pilares do ESG na análise de práticas organizacionais com foco em responsabilidade e sustentabilidade.,Aplicar conceitos de sustentabilidade na análise de atividades rotineiras das empresas.,2. Sustentabilidade ambiental nas operações
,2,P,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,11,ESG nas organizações,Aula 3: Engajamento social no ambiente interno,Aplicar os pilares do ESG na análise de práticas organizacionais com foco em responsabilidade e sustentabilidade.,Compreender o papel da responsabilidade social nas relações de trabalho.,3. Responsabilidade social interna
,2,P,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Introdução ao ESG – Responsabilidade Social, Meio Ambiente, Governança Corporativa e Sustentabilidade",,11,ESG nas organizações,Aula 4: Propostas para melhorar a sustentabilidade,Aplicar os pilares do ESG na análise de práticas organizacionais com foco em responsabilidade e sustentabilidade.,Aplicar os pilares do ESG para sugerir melhorias simples no contexto organizacional.,4. Integração de ESG nas rotinas administrativas
Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,12,Deveres trabalhistas,Aula 1: Noções de direito do trabalho,Compreender os direitos e deveres básicos dos trabalhadores e das empresas no ambiente organizacional.,Compreender os conceitos básicos sobre a legislação trabalhista.,1. Introdução a legislação trabalhista
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,12,Deveres trabalhistas,Aula 2: Direitos dos trabalhadores,Compreender os direitos e deveres básicos dos trabalhadores e das empresas no ambiente organizacional.,Identificar os direitos garantidos por lei aos trabalhadores.,2. Garantias legais
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,12,Deveres trabalhistas,Aula 3: Deveres das empresas,Compreender os direitos e deveres básicos dos trabalhadores e das empresas no ambiente organizacional.,Compreender os deveres legais e operacionais das empresas com seus colaboradores.,3. Responsabilidades legais das empresas
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,12,Deveres trabalhistas,Aula 4: Tecnologia e mudanças no trabalho,Compreender os direitos e deveres básicos dos trabalhadores e das empresas no ambiente organizacional.,"Compreender como a tecnologia está transformando o ambiente de trabalho, impactando em direitos e deveres.",4. Transformações no ambiente de trabalho
X,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,13,Segurança e saúde no trabalho,Aula 1: Conceitos de saúde e segurança,"Compreender conceitos básicos sobre saúde, segurança e normas regulamentadoras aplicadas ao ambiente de trabalho.",Compreender os conceitos iniciais de saúde e segurança no ambiente de trabalho.,1. Fundamentos da segurança e saúde
X,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,13,Segurança e saúde no trabalho,Aula 2: Introdução às Normas Regulamentadoras,"Compreender conceitos básicos sobre saúde, segurança e normas regulamentadoras aplicadas ao ambiente de trabalho.",Compreender o que são as NRs e qual sua importância para os trabalhadores.,2. Normas de proteção ao trabalhador
X,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,13,Segurança e saúde no trabalho,Aula 3: Aplicações das Normas Regulamentadoras,"Compreender conceitos básicos sobre saúde, segurança e normas regulamentadoras aplicadas ao ambiente de trabalho.",Identificar situações em que as NRs devem ser aplicadas nas empresas.,3. Aplicação das normas no cotidiano
X,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,"Legislação Trabalhista, Normas Regulatórias, Saúde e Segurança no Trabalho",,13,Segurança e saúde no trabalho,Aula 4: Acidentes de trabalho e prevenção,"Compreender conceitos básicos sobre saúde, segurança e normas regulamentadoras aplicadas ao ambiente de trabalho.",Compreender o conceito de acidente de trabalho e suas implicações.,4. Prevenção de riscos e responsabilidades	
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,14,Recrutamento,Aula 1: Conceito e estrutura de cargos,Compreender os fundamentos do recrutamento e sua relação com a estrutura de cargos e a modelagem do trabalho.,Identificar o conceito de cargo e sua organização nas empresas.,1. Fundamentos de cargos
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,14,Recrutamento,Aula 2: Representação de cargos no organograma,Compreender os fundamentos do recrutamento e sua relação com a estrutura de cargos e a modelagem do trabalho.,Interpretar como os cargos são organizados em estruturas hierárquicas.,2. Representação estrutural
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,14,Recrutamento,Aula 3: Modelagem do trabalho nas organizações,Compreender os fundamentos do recrutamento e sua relação com a estrutura de cargos e a modelagem do trabalho.,Compreender a importância da modelagem do trabalho para o desempenho organizacional.,3. Organização do trabalho
,2,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,14,Recrutamento,Aula 4: Recrutamento como parte da gestão de pessoas,Compreender os fundamentos do recrutamento e sua relação com a estrutura de cargos e a modelagem do trabalho.,Compreender como o recrutamento inicia a relação entre pessoas e empresas.,4. Recrutamento e gestão humana
Recomposição da Aprendizagem,,,,,,,,,,,,,,,
Visita Técnica ,,,,,,,,,,,,,,,
,3,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,15,Seleção de candidatos,Aula 1: Etapas do processo seletivo,Compreender as etapas do processo de seleção e a importância da identificação e da avaliação de competências.,Descrever as etapas que compõem o processo de seleção nas empresas.,1. Organização da seleção
,3,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,15,Seleção de candidatos,Aula 2: Competências pessoais e profissionais,Compreender as etapas do processo de seleção e a importância da identificação e da avaliação de competências.,Compreender o conceito de competências e sua importância para o desempenho.,2. Perfil e desempenho
,3,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,15,Seleção de candidatos,Aula 3: Tecnologia nos processos de seleção,Compreender as etapas do processo de seleção e a importância da identificação e da avaliação de competências.,Compreender o papel da tecnologia no apoio aos processos de recrutamento e seleção.,3. Papel da tecnologia.
,3,T,"Executar atividades de Recursos Humanos, tais como rotinas administrativas de departamento pessoal e rotinas administrativas de treinamento e desenvolvimento;                                                                                                                                        Compreender e aplicar noções de legislação e marco regulatório (LGPD).","Curiosidade - Ser interessado em ideias e ter paixão por aprender, compreensão e exploração intelectual; uma mentalidade curiosa;
Autoeficácia - A força das crenças dos indivíduos em sua capacidade de executar tarefas e atingir objetivos;
Motivação de realização - Estabelecer padrões elevados para si mesmo e trabalhar muito para alcançá-los;
Tolerância ao estresse - Ter eficácia na modulação da ansiedade e capacidade de resolver problemas com calma;
Persistência - Ser capaz de perseverar em tarefas e atividades até que sejam concluídas;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio da exploração, aprendizagem a partir do fracasso, insight e visão.","Introdução à Administração, Legislação e Pessoas",C1,4,Recrutamento e Seleção,,15,Seleção de candidatos,Aula 4: A entrevista e a tomada de decisão,Compreender as etapas do processo de seleção e a importância da identificação e da avaliação de competências.,Compreender o conceito de vieses inconscientes na avaliação de candidatos.,4. Tomada de decisão final baseada em evidências.
