Aula complementar,Bimestre,CH Teórica/Prática,Competência técnica,Competências socioemocionais,Nome do componente,Código do componente,Componente de 3 ou 4 aulas semanais?,Unidade curricular,Código unidade curricular,Semana,Tema da semana,Título da aula,Habilidades técnicas,Habildades socioemocionais,Objetivo da aula,Objeto de conhecimento 
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,17,Estrutura do Fluxo de Caixa,"Aula 1: Fluxo de caixa operacional, de investimento e de financiamento",Aplicar os métodos direto e indireto na elaboração do fluxo de caixa.,Agir de forma organizada.,"Diferenciar os conceitos e a importância dos fluxos de caixa operacional, de investimento e de financiamento.","1. Explicar a estrutura e os componentes dos fluxos de caixa operacional, de investimento e de financiamento"
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,17,Estrutura do Fluxo de Caixa,Aula 2: Método direto,Aplicar os métodos direto e indireto na elaboração do fluxo de caixa.,Agir de forma organizada. ,Compreender o conceito e a aplicação do método direto na elaboração do fluxo de caixa.,2. Demonstrar a estrutura e os componentes do fluxo de caixa pelo método direto
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,17,Estrutura do Fluxo de Caixa,Aula 3: Método indireto   ,Aplicar os métodos direto e indireto na elaboração do fluxo de caixa.,Agir de forma organizada. ,Compreender o conceito e a aplicação do método indireto na elaboração do fluxo de caixa.,3. Demonstrar a estrutura e os componentes do fluxo de caixa pelo método indireto
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,18,Análise e Gerenciamento do Fluxo de Caixa,Aula 1: Previsão e planejamento de caixa,Compreender os princípios da gestão da conta caixa na administração financeira de uma empresa.,Trabalhar em equipe de forma colaborativa.,Relacionar a importância da previsão e do planejamento de caixa na gestão financeira.,1. Explicar a previsão e o planejamento de caixa 
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,18,Análise e Gerenciamento do Fluxo de Caixa,Aula 2: Gestão de tesouraria,Compreender os princípios da gestão da conta caixa na administração financeira de uma empresa.,Trabalhar em equipe de forma colaborativa.,Entender os conceitos e a importância da gestão de tesouraria na administração financeira de uma empresa.,2. Explicar a importância da gestão de tesouraria
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,18,Análise e Gerenciamento do Fluxo de Caixa,Aula 3: Gestão da conta caixa,Compreender os princípios da gestão da conta caixa na administração financeira de uma empresa.,Trabalhar em equipe de forma colaborativa.,Compreender a importância e os princípios da gestão da conta caixa.,3. Apresentar técnicas e ferramentas para monitorar e controlar os saldos de caixa
,3,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,19, Fluxo de Caixa no Excel,"Aula 1: Fluxo de caixa operacional, de investimento e de financiamento no Excel",Utilizar fórmulas e funções do Excel para automatizar cálculos e análises financeiras.,Trabalhar em equipe de forma colaborativa.,Calcular os diferentes tipos de fluxo de caixa no Excel.,1. Utilizar o Excel para construir os diferentes fluxos de caixa
,3,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,19, Fluxo de Caixa no Excel,Aula 2: Método direto no Excel,Utilizar fórmulas e funções do Excel para automatizar cálculos e análises financeiras.,Trabalhar em equipe de forma colaborativa.,Construir um fluxo de caixa pelo método direto no Excel.,2. Utilizar o Excel para construir o fluxo de caixa pelo método direto
,3,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Fluxo de Caixa,U4,19, Fluxo de Caixa no Excel,Aula 3: Método indireto no Excel,Utilizar fórmulas e funções do Excel para automatizar cálculos e análises financeiras.,Trabalhar em equipe de forma colaborativa.,Construir um fluxo de caixa pelo método indireto no Excel.,3. Utilizar o Excel para construir o fluxo de caixa pelo método indireto
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,20,Identificação e Análise de Riscos Financeiros,"Aula 1: Tipos de riscos financeiros: mercado, crédito e liquidez",Calcular o risco e o retorno esperados de investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Listar os diferentes tipos de risco financeiro e sua importância na gestão financeira.,"1. Identificar os riscos de mercado, crédito e liquidez"
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,20,Identificação e Análise de Riscos Financeiros,Aula 2: Risco e retorno,Calcular o risco e o retorno esperados de investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Compreender a relação entre risco e retorno nos investimentos financeiros.,2. Medir o risco e o retorno de diferentes ativos financeiros
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,20,Identificação e Análise de Riscos Financeiros,Aula 3: Risco e retorno esperados,Calcular o risco e o retorno esperados de investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Entender o conceito de risco e retorno esperados em investimentos.,3. Calcular o risco e o retorno esperados de diferentes ativos financeiros
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,21,Estratégias de Investimentos e Gestão de Risco,Aula 1: Portfólio de ativos,Calcular o risco e o retorno no contexto de portfólio de ativos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Identificar a composição de um portfólio de ativos.,1. Apresentar a composição de um portfólio de ativos
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,21,Estratégias de Investimentos e Gestão de Risco,Aula 2: Retorno em um portfólio de ativos,Calcular o risco e o retorno no contexto de portfólio de ativos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Calcular o retorno esperado de um portfólio de ativos.,2. Encontrar o valor do retorno esperado de um portfólio de ativos
,3,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,21,Estratégias de Investimentos e Gestão de Risco,Aula 3: Risco em um portfólio de ativos,Calcular o risco e o retorno no contexto de portfólio de ativos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Calcular o risco de um portfólio de ativos.,3. Encontrar o valor do risco em um portfólio de ativos
X,4,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,22,Investimentos e Gestão de Risco,Aula 1: Risco e retorno de um ativo no Excel,Utilizar fórmulas e funções do Excel para automatizar cálculos de risco e retorno em investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Calcular o risco e o retorno de um ativo.,1. Encontrar o valor do risco e retorno de um ativo no Excel
X,4,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,22,Investimentos e Gestão de Risco,Aula 2: Retorno de um portfólio no Excel,Utilizar fórmulas e funções do Excel para automatizar cálculos de risco e retorno em investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Calcular o retorno de um portfólio.,2. Encontrar o valor do retorno de um portfólio no Excel
X,4,P,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Gestão de Riscos Financeiros e Investimentos,U7,22,Investimentos e Gestão de Risco,Aula 3: Risco de um portfólio no Excel,Utilizar fórmulas e funções do Excel para automatizar cálculos de risco e retorno em investimentos.,Pensar criticamente sobre os riscos e os retornos financeiros.,Calcular o risco de um portfólio.,3. Encontrar o valor do risco de um portfólio no Excel
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,4,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Planejamento Financeiro e Orçamento Empresarial,U6,23,Importância do Planejamento Financeiro,Aula 1: Objetivos e benefícios do planejamento financeiro,Reconhecer as principais ferramentas técnicas de planejamento financeiro.,Agir de forma organizada.,"Compreender a importância do planejamento financeiro, seus objetivos e benefícios.",1. Explicar a importância do planejamento financeiro
,4,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Planejamento Financeiro e Orçamento Empresarial,U6,23,Importância do Planejamento Financeiro,"Aula 2: Planejamento de curto, médio e longo prazo",Reconhecer as principais ferramentas técnicas de planejamento financeiro.,Agir de forma organizada.,"Diferenciar os conceitos de planejamento financeiro de curto, médio e longo prazo.",2. Explicar os diferentes horizontes temporais de planejamento financeiro
,4,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Planejamento Financeiro e Orçamento Empresarial,U6,23,Importância do Planejamento Financeiro,Aula 3: Ferramentas e técnicas de planejamento,Reconhecer as principais ferramentas técnicas de planejamento financeiro.,Agir de forma organizada.,Conhecer ferramentas e técnicas de planejamento financeiro.,3. Apresentar as principais ferramentas técnicas para realizar o planejamento financeiro
,4,T,"Interpretar balanços patrimoniais, identificando ativos, passivos e o patrimônio líquido de uma empresa; Reconhecer e aplicar princípios contábeis para a correta avaliação e apresentação das informações financeiras; Utilizar técnicas de análise financeira, como índices de liquidez, rentabilidade e endividamento, para avaliar a saúde financeira de uma empresa por meio de seus demonstrativos contábeis; Compreender orçamentos empresariais e aplicar técnicas de controle orçamentário para otimizar recursos e maximizar resultados; Identificar e avaliar riscos financeiros e aplicar conhecimentos em finanças para tomar decisões de investimento baseadas em análise de risco-retorno.","Adaptabilidade - Ser capaz de modificar o próprio comportamento e ter estratégias para enfrentar novas condições ou superar obstáculos;
Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Criatividade - Gerar novas maneiras de fazer ou pensar sobre as coisas por meio de exploração, aprendizagem a partir do fracasso, insight e visão.",Gestão Financeira e Contabilidade,C2,3,Planejamento Financeiro e Orçamento Empresarial,U6,24,Processo de Elaboração Orçamentária,Aula 1: Tipos de orçamento: estático e flexível,Reconhecer as etapas envolvidas na elaboração de um orçamento.,Pensar criticamente sobre a aplicação de técnicas financeiras.,Diferenciar orçamento estático e flexível.,"1. Explicar as características, as vantagens e as desvantagens do orçamento estático e flexível"
