Aula complementar,Bimestre,CH Teórica/Prática,Competência técnica,Competências socioemocionais,Nome do componente,Código do componente,Componente de 3 ou 4 aulas semanais?,Unidade curricular,Código unidade curricular,Semana,Tema da semana,Título da aula,Habilidades técnicas,Habildades socioemocionais,Objetivo da aula,Objeto de conhecimento 
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,8,Percepção e Comunicação: Habilidades para comunicar,Aula 1: Percepção na comunicação organizacional,"Interpretar mensagens com precisão e ajustar a comunicação no ambiente de trabalho, utilizando a percepção.",Comunicar com assertividade.,Compreender o papel da percepção na comunicação verbal e não verbal e sua importância nas interações organizacionais.,1. Percepção na comunicação verbal e não verbal
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,8,Percepção e Comunicação: Habilidades para comunicar,Aula 2: Influência da percepção na comunicação ,"Interpretar mensagens com precisão e ajustar a comunicação no ambiente de trabalho, utilizando a percepção",Comunicar-se com assertividade.,Identificar os principais fatores que influenciam a percepção e aplicar estratégias para aprimorar a percepção na comunicação organizacional.,2. Fatores da percepção 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,8,Percepção e comunicação: habilidades para comunicar,Aula 3: Aplicação prática: habilidades para comunicar,"Interpretar mensagens com precisão e ajustar a comunicação no ambiente de trabalho, utilizando a percepção",Comunicar-se com assertividade.,"Aplicar, na prática, conceitos sobre percepção na comunicação. ",3. Aplicação prática 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,9,Comunicação persuasiva nas organizações ,Aula 1: Definição de comunicação persuasiva nas organizações ,"Expressar-se junto a stakeholders por meio de comunicação clara, escuta ativa e argumentação lógica.",Comunicar-se de forma eficaz.,Compreender o conceito de comunicação persuasiva e sua importância para influenciar decisões no ambiente organizacional.,1. Definição de comunicação persuasiva nas organizações 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,9,Comunicação persuasiva nas organizações ,Aula 2: Comunicação persuasiva: influenciar sem manipular,"Expressar-se junto a stakeholders por meio de comunicação clara, escuta ativa e argumentação lógica.",Comunicar-se de forma eficaz.,"Desenvolver a capacidade de utilizar a comunicação persuasiva de forma ética no ambiente organizacional, diferenciando-a da manipulação.",2. Prática da comunicação persuasiva 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,9,Comunicação persuasiva nas organizações ,Aula 3: Escrita persuasiva nas organizações ,"Expressar-se junto a stakeholders por meio de comunicação clara, escuta ativa e argumentação lógica.",Comunicar-se de forma eficaz.,"Elaborar textos com linguagem persuasiva, aplicando técnicas de escrita adequadas ao contexto organizacional.",3. Escrita persuasiva nas organizações 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,10,Comunicação interna e externa nas organizações ,Aula 1: Comunicação interna e externa nas organizações,"Comunicar ideias de forma clara e persuasiva, tanto internamente quanto externamente, especialmente ao lidar com stakeholders.",Comunicar-se com assertividade.,"Compreender os conceitos de comunicação interna e externa, reconhecendo sua importância, benefícios e desafios no ambiente organizacional.",1. Definição de comunicação interna e externa nas organizações 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,10,Comunicação interna e externa nas organizações,Aula 2: Stakeholders e comunicação estratégica nas organizações,"Comunicar ideias de forma clara e persuasiva, tanto internamente quanto externamente, especialmente ao lidar com stakeholders.",Comunicar-se com assertividade.,Identificar os stakeholders internos e externos de uma organização e reconhecer estratégias de comunicação adequadas para cada público.,2. Stakeholders e a comunicação 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,10,Comunicação interna e externa nas organizações,Aula 3: Ferramentas digitais na comunicação organizacional,"Comunicar ideias de forma clara e persuasiva, tanto internamente quanto externamente, especialmente ao lidar com stakeholders.",Comunicar-se com assertividade.,Explorar o uso de ferramentas digitais para melhorar a comunicação interna e externa nas organizações.,3. Ferramentas digitais na comunicação 
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,11,Organizações Conectadas: Desafios e oportunidades na era digital,Aula 1: Comunicação digital nas organizações ,Utilizar a comunicação digital para construir uma imagem profissional e agir com responsabilidade no ambiente de trabalho.,Demonstrar interesse por novas ideias e conhecimentos.,Compreender o conceito de comunicação digital e analisar como a linguagem digital contribui para a construção da identidade online no contexto organizacional.,Comunicação digital
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,11,Organizações Conectadas: Desafios e oportunidades na era digital,Aula 2: Conflitos e fake news no mundo digital,Utilizar a comunicação digital para construir uma imagem profissional e agir com responsabilidade no ambiente de trabalho.,Demonstrar interesse por novas ideias e conhecimentos.,Analisar os principais conflitos no mundo digital e compreender o impacto das fake news no ambiente organizacional.,2. Conflitos no mundo digital 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,11,Organizações Conectadas: Desafios e oportunidades na era digital,Aula 3: A Inclusão digital e o ambiente organizacional,Utilizar a comunicação digital para construir uma imagem profissional e agir com responsabilidade no ambiente de trabalho.,Demonstrar interesse por novas ideias e conhecimentos.,Compreender a importância da inclusão digital e reconhecer a cidadania digital como parte da comunicação no ambiente organizacional.,3. Inclusão digital 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,12,Gestão da comunicação estratégica nas organizações ,Aula 1: Comunicação estratégica: definição e fluxo ,"Comunicar ideias com clareza e persuasão a públicos internos e externos, especialmente aos stakeholders.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,Compreender o conceito de comunicação estratégica e identificar seus principais componentes e fluxos no contexto organizacional.,1. Conceito de comunicação estratégica 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,12,Gestão da comunicação estratégica nas organizações ,Aula 2: Canais de comunicação ,"Comunicar ideias com clareza e persuasão a públicos internos e externos, especialmente aos stakeholders.",Comunicar colaborativamente com colegas para alcançar objetivos comuns.,Identificar os canais de comunicação interna e externa e seus critérios de escolha.,Canais de comunicação 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Comunicação Empresarial,U2,12,Gestão da comunicação estratégica nas organizações ,Aula 3: Aplicação prática: comunicação estratégica,"Comunicar ideias com clareza e persuasão a públicos internos e externos, especialmente aos stakeholders.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,"Aplicar, na prática, conceitos sobre comunicação estratégica nas organizações. ",3. Aplicação prática 
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,13,Apresentações com clareza e impacto,Aula 1: Falar em público ,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,"Aplicar  técnicas para falar em público de forma confiante, utilizando recursos  para engajar o público no contexto organizacional.",1. Falando em público: técnicas 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,13,Apresentações com clareza e impacto,Aula 2: Falar em público: superando desafios,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,Identificar técnicas para controlar o medo de falar em público e aumentar a confiança em apresentações no ambiente organizacional.,2. Medo de falar em público: utilizando técnicas 
,2,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,13,Apresentações com clareza e impacto,Aula 3: Apresentação atrativas,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar colaborativamente com colegas para alcançar objetivos comuns.,"Planejar uma apresentação atrativa em público, utilizando técnicas que envolvam a atenção do público.",Preparação de uma apresentação em público 
X,2,P,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,14,Persuasão Organizacional: Da palavra à ação,Aula 1: Campanha de comunicação: discurso oral ,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,Planejar uma campanha de comunicação persuasiva para um cenário organizacional e criar um discurso oral convincente.,1. Discurso oral da campanha de comunicação 
X,2,P,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,14,Persuasão Organizacional: Da palavra à ação,Aula 2: Campanha de comunicação: escrita persuasiva ,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar-se colaborativamente com colegas para alcançar objetivos comuns.,"Converter o discurso oral da campanha desenvolvida em uma mensagem escrita persuasiva, adaptada ao público-alvo.",2. Escrita persuasiva da campanha de comunicação 
X,2,P,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Técnicas para Apresentações Empresariais e Relatórios,U3,14,Persuasão Organizacional: Da palavra à ação,Aula 3: Campanha de comunicação: peça da campanha de comunicação ,"Estruturar apresentações e relatórios coesos, claros e concisos.",Comunicar colaborativamente com colegas para alcançar objetivos comuns.,Criar uma peça de comunicação visual que reforce a campanha e a mensagem persuasiva.,3. Peça da comunicação visual 
,Recomposição da Aprendizagem,,,,,,,,,,,,,,,
Visita Técnica ,,,,,,,,,,,,,,,,
,3,T,"Aprender a redigir e-mails, relatórios e outros documentos empresariais de forma eficaz; Aprender a estruturar e organizar apresentações e relatórios de maneira clara e concisa; Desenvolver habilidades de apresentação em público, incluindo controle do nervosismo e uso adequado de recursos visuais; Identificar pontos fortes e áreas de melhoria pessoal e profissional; Compreender as normas de etiqueta e protocolo empresarial em diferentes contextos; Comunicar ideias claramente e persuadir stakeholders de maneira eficaz, tanto internamente quanto externamente.","Assertividade - Ser capaz de expressar opiniões, necessidades e sentimentos com confiança e exercer influência social;
Empatia - Compreender e preocupar-se com os outros e com o seu bem-estar. Valorizar e investir no relacionamento próximo;
Iniciativa social - Ser capaz de se aproximar de outras pessoas, tanto amigos quanto estranhos, iniciando e mantendo conexões sociais;
Controle emocional - Criar estratégias eficazes para regular o temperamento, a raiva e a irritação diante das frustrações.",Comunicação Empresarial,C5,3,Protocolo Empresarial e Comportamento ético,U6,15,A comunicação estratégica como ferramenta de gestão empresarial,Aula 1: Políticas de comunicação: diretrizes e elementos,Comunicar ideias de forma clara e persuasiva nos contextos organizacionais.,Cooperar e valorizar a interconexão entre pessoas.,"Compreender a política de comunicação organizacional, suas diretrizes e elementos essenciais.",1. Definição de política de comunicação organizacional.
